question,slots,intent_list
T1 출국 장 56 구역 내일 오후 6시 괜찮을까요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""오후"", ""hour"": 6, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장56"", ""출국장""]}","[""airport_congestion_prediction""]"
인천공항 출국 장 오늘 오전 9시 전반 적 으로 어때요,"{""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오전"", ""hour"": 9, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
T1 전체 출국 장 내일 오후 7시 인원 수 좀 봐주세요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""오후"", ""hour"": ""7"", ""is_daily"": true, ""time_range"": ""합계"", ""date_type"": ""tomorrow"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
오후 1시 T1 출국 장 4 구역 오늘 사람 많나요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오후"", ""hour"": 1, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장4"", ""출국장""], ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
새벽 2시 T2 출국 장 내일 은 한가한 편 인가요,"{""terminal"": [""T2""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""새벽"", ""hour"": 2, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
T1 출국 장 12 구역 오늘 오후 2시 예상 승객 수 알려줘,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오후"", ""hour"": 2, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장"", ""출국장12""]}","[""airport_congestion_prediction""]"
T1 출국 장 3 구역 내일 오전 8시 복잡할까 요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""오전"", ""hour"": 8, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장"", ""출국장3""]}","[""airport_congestion_prediction""]"
오후 5시 T2 출국 장 2 구역 오늘 사람 많을까요,"{""terminal"": [""T2""], ""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오후"", ""hour"": 5, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장2"", ""출국장""], ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
T1 출국 장 내일 오전 9시 전체 적 으로 어때요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""오전"", ""hour"": ""9"", ""is_daily"": true, ""time_range"": ""합계"", ""date_type"": ""tomorrow"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
인천공항 출국 장 오늘 밤 9시 많이 북적 일까 요,"{""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""밤"", ""hour"": 9, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
T2 출국 장 총 인원 내일 오후 3시 얼마나 될까 요,"{""terminal"": [""T2""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""오후"", ""hour"": 3, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
오전 11시 T1 출국 장 56 구역 오늘 예상 혼잡 도 어때요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오전"", ""hour"": 11, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장56"", ""출국장""], ""congestion_keywords"": [""혼잡도"", ""혼잡""]}","[""airport_congestion_prediction""]"
T1 출국 장 4 구역 내일 오전 4시 에 사람 거의 없겠죠,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""오전"", ""hour"": 4, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장4"", ""출국장""], ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오후 1시 T2 출국 장 1 구역 오늘 얼마나 올 것 같아요,"{""terminal"": [""T2""], ""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오후"", ""hour"": 1, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장1"", ""출국장""]}","[""airport_congestion_prediction""]"
T1 출국 장 3 구역 내일 밤 10시 혼잡할까 요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""밤"", ""hour"": 10, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장"", ""출국장3""], ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
인천공항 출국 장 오늘 아침 6시 전체 적 으로 어떤 가요,"{""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""아침"", ""hour"": ""6"", ""is_daily"": true, ""time_range"": ""합계"", ""date_type"": ""today"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
T1 전체 출국 장 내일 밤 11시 얼마나 올까 요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""밤"", ""hour"": ""11"", ""is_daily"": true, ""time_range"": ""합계"", ""date_type"": ""tomorrow"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
오후 7시 T1 출국 장 12 구역 오늘 사람 많아요,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""오늘"", ""time_period"": ""오후"", ""hour"": 7, ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장"", ""출국장12""], ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
T2 출국 장 내일 새벽 4시 정말 한산하겠네요,"{""terminal"": [""T2""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""새벽"", ""hour"": 4, ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
입국 장 상태 지금 확인 가능한 상태 인가요,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
인천공항 1 층 지금 많이 붐비나요,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
인천공항 1 층 사람 많은가요,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오늘 1 층 입국 장 북적 이나 요,"{""area"": ""arrival"", ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
T1 1 층 입국 장 혼잡한가요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
지금 인천 2T1 층 상황 어때요,"{""terminal"": [""T1""], ""flight_id"": [""2T1""], ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
2T1 층 입국 장 얼마나 붐비나요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""flight_id"": [""2T1""], ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
1 층 입국 장 들어갈 때 시간 오래 걸릴까 요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 입국 장 줄 긴가요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 으로 도착 했는데 입국 장 대기 시간 어때요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""대기시간""]}","[""airport_congestion_prediction""]"
1 층 입국 장 에서 빠르게 나올 수 있을까요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
인천공항 1 층 지금 줄 길어요,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
지금 1 층 입국 장 대기 시간 확인 할 수 있나요,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""대기시간""]}","[""airport_congestion_prediction""]"
T1 1 층 입국 장 몇 분 걸릴까 요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
2T1 층 얼마나 걸려서 나오죠,"{""terminal"": [""T1""], ""flight_id"": [""2T1""], ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
1 층 입국 장 통과 시간 알려주세요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
오늘 1 층 입국 장 줄 길이 어때요,"{""area"": ""arrival"", ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
인천 1 층 입국 장 북적 거리 나 요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 입국 장 이용 객 많나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 입국 장 얼마나 기다려야 해 요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 입국 장 에서 시간 얼마나 걸려요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
지금 1 층 입국 장 여유 있나요,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
T1 1 층 에서 나오는 데 오래 걸리나요,"{""terminal"": [""T1""], ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
1 층 입국 장 대기줄 심한가요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
입국 장 1 층 붐빔 상태 알려주세요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
T1 1 층 오늘 얼마나 혼잡하죠,"{""terminal"": [""T1""], ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
입국 장 1 층 입장 속도 빠른가요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
1 층 입국 장 에서 시간 얼마나 지체 되나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
지금 1 층 에서 얼마나 걸릴까 요,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
인천공항 1 층 입국 장 줄 긴가요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 입국 장 얼마나 붐벼요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
1 층 입국 장 대기 인원 알려주세요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
입국 장 1 층 상황 실시간 으로 알려줘,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
인천공항 1 층 지금 입국 시간 길어요,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
T1 입국 장 1 층 혼잡 도 는요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""], ""congestion_keywords"": [""혼잡도"", ""혼잡""]}","[""airport_congestion_prediction""]"
입국 장 1 층 사람 들 이 몰려 있나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""], ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오늘 인천공항 1 층 입국 장 어떻습니까,"{""area"": ""arrival"", ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
입국 장 1 층 시간 얼마나 지연 되나요,"{""area"": ""arrival"", ""flight_status"": ""지연"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
1 층 입국 장 이용자 수 알려줄래요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
지금 1 층 입국 장 쾌적한가요,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
인천공항 1 층 입국 장 얼마나 밀려있어요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
입국 장 1 층 통과 시간 짧나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
입국 장 1 층 얼마나 지체 되죠,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
T1 입국 장 1 층 줄이 긴가요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
지금 1 층 입국 장 혼잡해요,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
1 층 입국 장 상황 어때 보여요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
T1 1 층 사람 꽉 찼어요,"{""terminal"": [""T1""], ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
인천공항 입국 장 위치 1 층 맞죠 많이 붐비나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
입국 장 1 층 통과 에 몇 분 걸리나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
입국 장 1 층 줄 얼마나 대기 하죠,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
입국 장 1 층 오늘 상태 어때요,"{""area"": ""arrival"", ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
입국 장 1 층 시간 얼마나 걸리는지 알려줘요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
입국 장 1 층 입장 빠르게 되나요,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장"", ""입국장1""]}","[""airport_congestion_prediction""]"
